,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
1,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
2,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
3,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
4,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
5,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
6,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
7,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
8,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
9,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
10,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
11,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
12,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
13,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
14,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
15,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
16,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
17,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
18,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
19,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
20,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
21,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0,172.924,2299.889,6667.023,868.144,852.144,455.937,678.875,3392.128,6773.711,170.799,173.074,0.0,2.0,2174.287,1217.841,0.0
